item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-ANGL0858,"Stallion Angle Grinder Disc 4"" Flap","Angle Grinder Disc 4"", grade: Flap. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,64.97
ACM-SELF0247,"Hitex Self Drilling Screw #8 x 3/4"" Zinc Plated","Self Drilling Screw #8 x 3/4"", finish: Zinc Plated. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",905760092786,HIT098358,0,3,15.4
ACM-MASK0629,Vermont Masking Tape 18mm General,"Masking Tape 18mm, grade: General. Brand Vermont. Sold per Roll.",Vermont,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",953924574042,VER212366,0,900,90.38
ACM-CABL0452,Bosco Cable Tie 200mm Natural,"Cable Tie 200mm, colour: Natural. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,BOS038867,0,12,65.54
ACM-SAFE0360,Kanto Safety Helmet White Ratchet,"Safety Helmet White, grade: Ratchet. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,150,329.53
ACM-CABL1031,Bosco Cable Tie 300mm Natural,"Cable Tie 300mm, colour: Natural. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,900,3.43
ACM-HEXB0723,Stallion Hex Bolt M8x75 Stainless 316,"Hex Bolt M8x75, finish: Stainless 316. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",981877617693,STA023386,0,40,181.59
ACM-PVCP0131,Kanto PVC Pipe 32mm Class E,"PVC Pipe 32mm, grade: Class E. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",980739427355,KAN379252,0,12,252.04
ACM-GIWI0621,Kanto GI Wire #18 Soft,"GI Wire #18, grade: Soft. Brand Kanto. Sold per Kg.",Kanto,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,339.26
ACM-ANGL0303,"Bosco Angle Grinder Disc 4.5"" Flap","Angle Grinder Disc 4.5"", grade: Flap. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",956749283968,,0,12,104.52
ACM-HEXB0783,Hitex Hex Bolt M10x75 Stainless 304,"Hex Bolt M10x75, finish: Stainless 304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",914333526200,,0,0,350.1
ACM-CABL0689,Tolsen Cable Tie 370mm White,"Cable Tie 370mm, colour: White. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",982326858898,TOL090742,0,900,21.95
ACM-CABL0733,Remax Cable Tie 370mm White,"Cable Tie 370mm, colour: White. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,REM483226,0,150,156.23
ACM-PVCP0126,Remax PVC Pipe 32mm Class C,"PVC Pipe 32mm, grade: Class C. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",914328143495,,0,3,453.43
ACM-HOSE1069,Stallion Hose Clip 25-38mm Zinc,"Hose Clip 25-38mm, material: Zinc. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,0,302.57
ACM-MASK0307,Stallion Masking Tape 24mm High Temp,"Masking Tape 24mm, grade: High Temp. Brand Stallion. Sold per Roll.",Stallion,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",982851051412,,0,40,299.67
ACM-SELF0681,"Stallion Self Drilling Screw #10 x 1"" Zinc Plated","Self Drilling Screw #10 x 1"", finish: Zinc Plated. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",909385045131,STA519095,0,3,93.58
ACM-NITR0351,Kanto Nitrile Glove XL Blue,"Nitrile Glove XL, colour: Blue. Brand Kanto. Sold per Box.",Kanto,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,KAN131364,0,12,247.39
ACM-PVCP0923,Stallion PVC Pipe 50mm Class C,"PVC Pipe 50mm, grade: Class C. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",928669823226,,0,40,232.21
ACM-HEXB0236,Tolsen Hex Bolt M8x30 Zinc Plated,"Hex Bolt M8x30, finish: Zinc Plated. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",968523916306,,0,150,49.3
ACM-HEXB0848,Tolsen Hex Bolt M10x50 HDG,"Hex Bolt M10x50, finish: HDG. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,3,69.86
ACM-MASK0434,Remax Masking Tape 48mm High Temp,"Masking Tape 48mm, grade: High Temp. Brand Remax. Sold per Roll.",Remax,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",966285314241,REM570738,0,0,70.12
ACM-GIWI0179,Bosco GI Wire #20 Soft,"GI Wire #20, grade: Soft. Brand Bosco. Sold per Kg.",Bosco,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",918053249502,,0,12,234.9
ACM-PVCP0048,Remax PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",980936528882,,0,12,207.59
ACM-HEXB0517,Stallion Hex Bolt M6x30 Stainless 316,"Hex Bolt M6x30, finish: Stainless 316. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",969909591852,STA479978,0,40,19.81
ACM-ANGL1036,"Remax Angle Grinder Disc 5"" Cutting","Angle Grinder Disc 5"", grade: Cutting. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",979108039977,REM129977,0,900,5.6
ACM-PVCP0138,Tolsen PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Tolsen. Sold per Length.",Tolsen,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",933700224443,,0,40,173.65
ACM-PVCP0739,Kanto PVC Pipe 32mm Class D,"PVC Pipe 32mm, grade: Class D. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,KAN778068,0,40,421.15
ACM-GIWI0097,Stallion GI Wire #14 Hard Drawn,"GI Wire #14, grade: Hard Drawn. Brand Stallion. Sold per Kg.",Stallion,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,401.61
ACM-BALL0525,"Vermont Ball Valve 2"" SS304","Ball Valve 2"", material: SS304. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",904455028886,VER384082,0,40,239.7
ACM-GIWI0557,Vermont GI Wire #14 Soft,"GI Wire #14, grade: Soft. Brand Vermont. Sold per Kg.",Vermont,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,118.87
ACM-CABL1057,Vermont Cable Tie 450mm Black,"Cable Tie 450mm, colour: Black. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,3,322.11
ACM-PVCP1046,Stallion PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",949835699501,STA299873,0,150,238.11
ACM-HOSE0467,Stallion Hose Clip 38-50mm SS304,"Hose Clip 38-50mm, material: SS304. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",926198907896,STA217694,0,150,403.95
ACM-BALL0132,"Hitex Ball Valve 1/2"" PVC","Ball Valve 1/2"", material: PVC. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,HIT781923,0,0,281.62
ACM-HOSE0593,Vermont Hose Clip 13-19mm Zinc,"Hose Clip 13-19mm, material: Zinc. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",972289937830,,0,12,336.28
ACM-WALL0736,Bosco Wall Plug 8mm Brown,"Wall Plug 8mm, colour: Brown. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,132.27
ACM-NITR0768,Vermont Nitrile Glove S Black,"Nitrile Glove S, colour: Black. Brand Vermont. Sold per Box.",Vermont,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",970394014716,VER677474,0,3,94.73
ACM-BALL0154,"Tolsen Ball Valve 1"" PVC","Ball Valve 1"", material: PVC. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",906977076256,TOL181406,0,150,128.54
ACM-HEXB0542,Kanto Hex Bolt M6x30 Stainless 304,"Hex Bolt M6x30, finish: Stainless 304. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",952474780780,,0,12,219.61
ACM-PVCP0640,Bosco PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,40,140.84
ACM-CABL0340,Bosco Cable Tie 450mm Black,"Cable Tie 450mm, colour: Black. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",982469592656,BOS051610,0,900,10.24
ACM-PVCP1091,Remax PVC Pipe 15mm Class C,"PVC Pipe 15mm, grade: Class C. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,REM706930,0,0,419.78
ACM-SELF0043,"Kanto Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",964321079460,KAN222065,0,0,337.86
ACM-CABL0654,Hitex Cable Tie 300mm White,"Cable Tie 300mm, colour: White. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",980385835338,,0,150,386.59
ACM-CABL1035,Remax Cable Tie 150mm White,"Cable Tie 150mm, colour: White. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",937053655540,REM501881,0,12,192.07
ACM-MISC006,MISC CHARGE,,,All Items > Hardware > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
ACM-BALL0289,"Bosco Ball Valve 1/2"" Brass","Ball Valve 1/2"", material: Brass. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",965802591532,,0,0,111.12
ACM-ANGL0788,"Kanto Angle Grinder Disc 5"" Grinding","Angle Grinder Disc 5"", grade: Grinding. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,470.79
ACM-ANGL0051,"Kanto Angle Grinder Disc 7"" Flap","Angle Grinder Disc 7"", grade: Flap. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,KAN997023,0,12,351.45
ACM-WALL0324,Vermont Wall Plug 12mm Brown,"Wall Plug 12mm, colour: Brown. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",913739966337,,0,150,132.16
ACM-CABL0353,Tolsen Cable Tie 450mm Black,"Cable Tie 450mm, colour: Black. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",943996407591,,0,3,362.04
ACM-CABL0885,Kanto Cable Tie 100mm White,"Cable Tie 100mm, colour: White. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,12,441.64
ACM-MASK0163,Kanto Masking Tape 12mm High Temp,"Masking Tape 12mm, grade: High Temp. Brand Kanto. Sold per Roll.",Kanto,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,372.82
ACM-BALL0241,"Remax Ball Valve 1/2"" Brass","Ball Valve 1/2"", material: Brass. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",933683537313,,0,3,442.77
ACM-BALL0493,"Bosco Ball Valve 3/4"" Brass","Ball Valve 3/4"", material: Brass. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,22.55
ACM-NITR0470,Bosco Nitrile Glove L Blue,"Nitrile Glove L, colour: Blue. Brand Bosco. Sold per Box.",Bosco,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,,0,40,421.58
ACM-WALL0039,Kanto Wall Plug 10mm Red,"Wall Plug 10mm, colour: Red. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,251.89
ACM-WALL0535,Hitex Wall Plug 12mm Brown,"Wall Plug 12mm, colour: Brown. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,200.73
ACM-GIWI0430,Hitex GI Wire #18 Hard Drawn,"GI Wire #18, grade: Hard Drawn. Brand Hitex. Sold per Kg.",Hitex,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",995725244941,HIT284570,0,0,352.02
ACM-SELF0304,"Bosco Self Drilling Screw #10 x 1"" Stainless 410","Self Drilling Screw #10 x 1"", finish: Stainless 410. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",960398998127,,0,0,115.94
ACM-PVCP0616,Kanto PVC Pipe 20mm Class C,"PVC Pipe 20mm, grade: Class C. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",998828732211,,0,3,4.75
ACM-MASK0478,Tolsen Masking Tape 18mm High Temp,"Masking Tape 18mm, grade: High Temp. Brand Tolsen. Sold per Roll.",Tolsen,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",910658993231,,0,900,302.72
ACM-CABL0407,Kanto Cable Tie 150mm Natural,"Cable Tie 150mm, colour: Natural. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,11.39
ACM-BALL0827,"Remax Ball Valve 1"" SS304","Ball Valve 1"", material: SS304. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",971610582166,,0,0,478.46
ACM-HEXB0632,Stallion Hex Bolt M8x50 Stainless 304,"Hex Bolt M8x50, finish: Stainless 304. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,150,401.86
ACM-MASK0553,Vermont Masking Tape 12mm General,"Masking Tape 12mm, grade: General. Brand Vermont. Sold per Roll.",Vermont,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,0,26.66
ACM-SELF0416,"Bosco Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",915987505055,BOS137145,0,900,458.65
ACM-NITR0960,Vermont Nitrile Glove XL Black,"Nitrile Glove XL, colour: Black. Brand Vermont. Sold per Box.",Vermont,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",956725409022,,0,12,412.74
ACM-HEXB0268,Hitex Hex Bolt M6x50 Stainless 304,"Hex Bolt M6x50, finish: Stainless 304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",946085209519,,0,3,237.69
ACM-SELF0712,"Bosco Self Drilling Screw #8 x 1"" Zinc Plated","Self Drilling Screw #8 x 1"", finish: Zinc Plated. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,BOS848772,0,40,308.95
ACM-SAFE0861,Tolsen Safety Helmet Blue Ratchet,"Safety Helmet Blue, grade: Ratchet. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",900972862073,,0,3,136.58
ACM-BALL0146,"Vermont Ball Valve 1"" Brass","Ball Valve 1"", material: Brass. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",980425854084,,0,12,283.78
ACM-HEXB0420,Bosco Hex Bolt M6x50 Stainless 316,"Hex Bolt M6x50, finish: Stainless 316. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",928552335160,BOS112697,0,40,292.04
ACM-WALL0205,Tolsen Wall Plug 8mm Red,"Wall Plug 8mm, colour: Red. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,3,155.66
ACM-GIWI0961,Remax GI Wire #18 Hard Drawn,"GI Wire #18, grade: Hard Drawn. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,305.71
ACM-HOSE1014,Remax Hose Clip 19-25mm Zinc,"Hose Clip 19-25mm, material: Zinc. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",926173652625,,0,0,195.12
ACM-WALL0052,Remax Wall Plug 6mm Red,"Wall Plug 6mm, colour: Red. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",969434243612,REM137499,0,150,147.35
ACM-ANGL0397,"Kanto Angle Grinder Disc 4"" Flap","Angle Grinder Disc 4"", grade: Flap. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",928341342310,,0,12,25.86
ACM-NITR0872,Kanto Nitrile Glove L Blue,"Nitrile Glove L, colour: Blue. Brand Kanto. Sold per Box.",Kanto,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",929863265838,,0,12,183.71
